标题,品牌,名称,SKU,价格,总评数,平均得分,好评数,默认好评,好评率,追评数,视频晒单数,差评数,中评数
小米mix3手机 全面屏 故宫特别版 全网通(10G+256G),小米（MI）,小米mix3手机 全面屏 故宫特别版 全网通(10G+256G),55585900873,3599.00,546,5,194,393,0.97,4,0,5,0
小米红米Redmi7A 【正品新机/现货速发/贴心好礼】 全网通4G AI美颜拍照老人智能手机 雾光金 3GB+32GB,小米（MI）,小米（MI）Redmi7A,54698597099,598.00,545,5,105,437,0.97,2,0,3,0
魅族（MEIZU） 魅族X8 全面屏游戏手机 亮黑 全网通4GB+64GB,魅族（MEIZU）,魅族（MEIZU）魅族X8,55051971985,849.00,542,5,135,395,0.91,7,4,9,3
realme X2 手机 星图蓝 全网通8G+128G,realme,realmerealme X2,57081414002,1899.00,539,5,190,348,0.99,9,2,1,0
红米Note8Pro【下单可减50元 现货当天发 送碎屏保】小米Redmi Note8 pro手机 6G+128G 冰翡翠【标配】,小米（MI）,红米Note8Pro【下单可减50元 现货当天发 送碎屏保】小米Redmi Note8 pro手机 6G+128G 冰翡翠【标配】,55730094086,1599.00,539,5,160,371,0.95,6,23,3,5
小米（MI） 小米8屏幕指纹版 手机 暮光金 全网通(8+128G),小米（MI）,小米（MI） 小米8屏幕指纹版 手机 暮光金 全网通(8+128G),33310933465,1999.00,540,5,350,348,0.96,12,5,10,3
【二手9成新】三星 Galaxy Note8（SM-N9500）二手手机 黑色 6+128G【全网通4G】带原装充电器,三星（SAMSUNG）,三星（SAMSUNG）三星N9500,34070675371,2099.00,537,5,264,356,0.95,14,8,6,6
华为nova3 手机 全面屏 拍照手机 相思红 全网通4G(6GB+128GB),华为（HUAWEI）,华为nova3 手机 全面屏 拍照手机 相思红 全网通4G(6GB+128GB),47890012376,1649.00,535,5,141,388,0.95,8,1,4,2
8848 钛金手机 M4尊享版 智能商务加密手机 双卡双待 全网通4G 6G+128G 黑色,8848,8848 钛金手机 M4尊享版 智能商务加密手机 双卡双待 全网通4G 6G+128G 黑色,46141812415,12999.00,533,5,152,373,0.95,7,5,5,3
vivo Z3【至高优惠200】全面屏骁龙处理器智能拍照大内存红外人脸识别学生游戏性能手机4G全网通 极光蓝 6GB 64GB,vivo,vivo Z3,56623615207,1148.00,531,5,163,366,0.98,7,6,2,0
小米 红米Note8 pro 6400万四摄Redmi手机 冰翡翠 8G+128G 全网通,小米（MI）,小米 红米Note8 pro 6400万四摄Redmi手机 冰翡翠 8G+128G 全网通,55741287052,1589.00,532,5,221,309,0.99,17,13,2,0
Apple （苹果） iPhone8 (A1863) 手机 深空灰色 全网通64G,Apple,AppleiPhone 8,29514441373,3419.00,533,5,293,363,0.96,4,1,9,3
华为（HUAWEI） 华为畅享8e青春版手机 全网通 蓝色 2GB+32G,华为（HUAWEI）,华为（HUAWEI）华为畅享8e青春版,54295393638,538.00,531,5,179,410,0.94,1,0,9,1
华为荣耀20 智能手机 幻影蓝 全网通（8GB+256GB）,华为（HUAWEI）,华为荣耀20 智能手机 幻影蓝 全网通（8GB+256GB）,49231663391,2699.00,530,5,190,331,0.95,7,1,5,4
华为 麦芒8 手机 幻夜黑 全网通(6G+128G),华为（HUAWEI）,华为 麦芒8 手机 幻夜黑 全网通(6G+128G),47784762875,1599.00,536,5,105,426,0.95,4,1,2,3
,,,,,,,,,,,,,
华为荣耀20i全网通手机【现货速发/10重豪华礼包/白条分期免息/官方原装/全国联保/买贵退差S】 渐变蓝 全网通6GB+64GB,华为（HUAWEI）,华为荣耀20i全网通手机【现货速发/10重豪华礼包/白条分期免息/官方原装/全国联保/买贵退差S】 渐变蓝 全网通6GB+64GB,52272643991,1299.00,562,5,142,418,0.98,24,19,1,1
,,,,,,,,,,,,,
ROG游戏手机2 黑色 腾讯游戏深度定制 骁龙855Plus芯片 120Hz电竞屏 移动联通电信4G 官方标配 经典版 (12GB+ 512GB)赠多重好礼,ROG,ROGROG2,53481893692,5999.00,525,5,244,269,0.95,19,5,9,3
,,,,,,,,,,,,,
,,,,,,,,,,,,,
【二手9成新】华为手机（HUAWEI) Mate9 二手手机 5.9寸屏 摩卡金 6+128G 全网通,华为（HUAWEI）,华为（HUAWEI）Mate9,48132444717,1066.00,523,5,297,332,0.97,10,9,4,5
小米 CC9 手机 仙女渐变色（美图定制版） 全网通(8G+256G),小米（MI）,小米（MI）小米CC9,52033984025,2128.00,524,5,205,313,0.97,5,20,1,5
【直降300元】华为 nova5 pro 手机【6期免息 多重好礼】 亮黑色 全网通(8GB+128GB)（6期免息0首付）,华为（HUAWEI）,华为（HUAWEI）华为 nova5 pro,50607521588,2699.00,521,5,362,157,0.99,8,0,2,0
小米 红米note8 手机 4800万超清四摄 曜石黑 全网通(4G+64G),小米（MI）,小米 红米note8 手机 4800万超清四摄 曜石黑 全网通(4G+64G),55739754049,999.00,519,5,125,389,0.96,1,2,3,2
华为畅享10plus 手机 天空之境 全网通（4G+128G）,华为（HUAWEI）,华为畅享10plus 手机 天空之境 全网通（4G+128G）,56226971852,1499.00,518,5,275,240,0.98,8,2,2,1
【二手95新】Apple iPhonex XS max苹果x xsmax 国行 二手手机 XS max银色 【6期免息白条分期0首付】64G 全网通,Apple,AppleiPhoneXS,53723663954,5607.00,519,5,234,276,0.96,2,2,8,1
华为nova5Pro手机【白条6期分期免息0首付+现货速发】 绮境森林 全网通（8GB+128GB）,华为（HUAWEI）,华为（HUAWEI）nova5pro,50088538060,2699.00,495,5,154,334,0.95,2,0,3,4
【二手9成新】Apple iPhone6s 苹果6s 4.7英寸 二手智能手机 玫瑰金（送一年碎屏险） 64G 全网通,Apple,【二手9成新】Apple iPhone6s 苹果6s 4.7英寸 二手智能手机 玫瑰金（送一年碎屏险） 64G 全网通,37229635154,1009.00,494,5,239,305,0.96,17,17,6,3
【二手9成新】Apple/苹果iPhone7 7代全网通4G手机 二手手机 12期免息 磨砂黑色 128G 全网通 【12期免息】,Apple,AppleiPhone7,12857030572,1599.00,494,5,381,281,0.95,3,2,10,8
【二手9成新】OPPO A57 安卓手机 玫瑰金 全网通(3G RAM+32GROM),OPPO,【二手9成新】OPPO A57 安卓手机 玫瑰金 全网通(3G RAM+32GROM),28269111481,399.00,501,5,252,344,0.96,6,1,8,1
vivo iQOO Pro 5G手机【至高优惠100元】4800万AI三摄 高通骁龙855Plus 幻影蓝超值套装 12GB+128GB,vivo,vivovivo IQOO Pro 5G,58835651784,4198.00,493,5,223,265,0.97,13,11,2,3
小米mix3 手机  磁动力滑盖 彩色陶瓷机身 黑 6G+128G 全网通,小米（MI）,小米（MI）MIX3,42134452718,1968.00,496,5,368,285,0.99,0,0,1,2
【二手9成新】vivo X20 全面屏手机 金色 全网通(4G RAM+64G ROM),vivo,【二手9成新】vivo X20 全面屏手机 金色 全网通(4G RAM+64G ROM),18846639663,796.00,495,5,296,333,0.96,6,2,9,3
【现货速发-灰色256G低至9728】Apple苹果 iPhone 11 Pro 全网通手机 深空灰色 256GB（官方标配）,Apple,【现货速发-灰色256G低至9728】Apple苹果 iPhone 11 Pro 全网通手机 深空灰色 256GB（官方标配）,57150995678,9708.00,489,5,122,366,0.99,10,4,1,0
华为(HUAWEI)畅享 9S 移动4G+全网通 移动联通电信4G 全面屏智能手机 幻夜黑 (4G RAM+128G ROM),华为（HUAWEI）,华为（HUAWEI）畅享 9S,51853883125,1199.00,489,5,99,387,0.97,1,1,1,2
华为（HUAWEI） Mate10 移动4G+全网通4G智能手机 双卡双待 亮黑色 移动4G（4G+64G）,华为（HUAWEI）,华为（HUAWEI） Mate10 移动4G+全网通4G智能手机 双卡双待 亮黑色 移动4G（4G+64G）,28190075213,1688.00,489,5,405,371,0.99,2,2,1,1
【二手9新】三星Galaxy Note8N9500二手手机商务智能 灰色 6GB +128GB,三星,三星N9500,42605861600,2038.00,489,5,258,258,0.94,16,17,8,7
华为荣耀20s手机 蝶羽白 全网通6G+128G,华为（HUAWEI）,华为（HUAWEI）荣耀20s,56171878827,1899.00,488,5,209,276,0.98,12,3,2,1
【二手9成新】小米（MI） 红米Note4X手机 双卡双待 浅蓝色 4GB+64GB 全网通4G,小米（MI）,小米（MI）红米note4X,41189070017,558.00,495,5,158,325,0.92,8,3,5,7
华为(HUAWEI)畅享9手机 全网通4G 高清珍珠屏 AI长续航 幻夜黑 3G+32G,华为（HUAWEI）,华为（HUAWEI）华为畅享9,52110944617,729.00,489,5,163,325,0.99,1,0,0,1
【二手9成新】OPPO A37 安卓手机 金色 全网通(2G RAM+16G ROM),OPPO,【二手9成新】OPPO A37 安卓手机 金色 全网通(2G RAM+16G ROM),28267251822,289.00,485,5,363,341,0.98,5,1,5,1
【二手99新】Apple iPhone 8 Plus 苹果8Plus 二手手机（送一年碎屏险） 深空灰色 256G 全网通,Apple,AppleiPhone 8 Plus,21062166936,3899.00,483,5,327,325,0.96,9,1,10,3
【二手9成新】Apple iPhoneXS 二手苹果x xs max国行全网通 苹果XS  二手机 XS 黑色 64G 全网4G,Apple,AppleIphone xs,41991342187,4299.00,482,5,215,262,0.97,21,6,3,2
小米（MI） 小米8SE 全面屏手机 红 6G+128G 全网通,小米（MI）,小米（MI） 小米8SE 全面屏手机 红 6G+128G 全网通,42434845296,1398.00,482,5,316,319,0.99,6,3,2,0
荣耀20 华为手机 咨询优惠【白条6期免息 20天价保】精品好礼 4800万超广角AI四摄 蓝水翡翠 【荣耀耳机套餐】全网通(8+256GB),华为（HUAWEI）,华为（HUAWEI）荣耀20,55222303079,2699.00,481,5,229,248,0.98,4,3,2,2
vivo iQOO Pro 5G【至高优惠100】全网通高通骁龙855Plus 4800万AI手机 竞速黑 8G 128G,vivo,vivo iQOO Pro 5G,56759611819,3798.00,480,5,204,273,0.98,15,4,2,1
,,,,,,,,,,,,,
中兴（ZTE）K2 移动版字大声大长待机老人手机 学生备用老年功能手机 红色,中兴（ZTE）,中兴（ZTE）K2 移动版字大声大长待机老人手机 学生备用老年功能手机 红色,51548929412,168.00,490,5,92,396,0.97,1,0,1,1
OPPO A11x 4800万四摄大内存5000mAh大电池 视频超清防抖 全网通4G 游戏拍照手机 A11x 湖光绿（8GB+128GB） 超值套装,OPPO,OPPO A11x 4800万四摄大内存5000mAh大电池 视频超清防抖 全网通4G 游戏拍照手机 A11x 湖光绿（8GB+128GB） 超值套装,57269170311,1899.00,479,5,116,360,0.97,3,1,3,0
小米（MI） 小米8青春版 手机 深空灰 全网通6G+64G,小米（MI）,小米（MI） 小米8青春版 手机 深空灰 全网通6G+64G,33321088370,1069.00,478,5,445,243,0.99,1,0,1,0
纽曼（Newman）V98 全网通老人手机 移动联通电信 三防老年机 三卡三待军工电霸超长待机 黑色,纽曼（Newman）,纽曼（Newman）V98,40868880748,299.00,478,5,283,217,0.99,4,4,0,2
华为（HUAWEI）P10 双卡双待 智能游戏手机全网通4G手机 华为P10手机支持NFC 陶瓷白 全网通（4GB+64GB）,华为（HUAWEI）,华为（HUAWEI）P10 双卡双待 智能游戏手机全网通4G手机 华为P10手机支持NFC 陶瓷白 全网通（4GB+64GB）,49019565278,1538.00,476,5,107,359,0.91,9,1,7,3
华为nova4e手机（享5重权益）移动联通电信4G全网通 雀翎蓝 6G+128G,华为（HUAWEI）,华为（HUAWEI）Nova4e,54678883116,1799.80,508,5,73,435,1.0,1,0,0,0
长虹（CHANGHONG)A8 翻盖老人机 大屏大字商务老年机 移动联通2G 翻盖手机 双卡双待 黑金,长虹（CHANGHONG）,长虹（CHANGHONG）A8,40675400528,199.00,489,5,226,334,0.97,4,0,1,4
飞利浦 PHILIPS E258C 陨石黑 直板电信2G 老人手机,飞利浦（PHILIPS）,飞利浦E258C,100007344016,238.00,477,5,117,352,0.93,2,1,3,5
华为mate20X 手机 宝石蓝 全网通（6GB+128GB）,华为（HUAWEI）,华为mate20X 手机 宝石蓝 全网通（6GB+128GB）,34697491269,4099.00,476,5,330,242,0.97,8,1,6,3
【二手9成新】苹果7 plus Apple iPhone7plus 二手手机 亮黑色 128G全网通,Apple,【二手9成新】苹果7 plus Apple iPhone7plus 二手手机 亮黑色 128G全网通,32792136893,1999.00,457,5,359,325,0.97,6,4,4,6
【二手9成新】Apple iPhone6s Plus 苹果6s plus 5.5英寸智能二手手机 玫瑰金（送一年碎屏险） 64G 全网通,Apple,【二手9成新】Apple iPhone6s Plus 苹果6s plus 5.5英寸智能二手手机 玫瑰金（送一年碎屏险） 64G 全网通,38676240548,1368.00,477,5,369,329,0.99,7,5,2,1
【套装】vivo Z5 4800万超广角AI三摄 4500mAh大电池 4G全网通手机 全息幻彩 6GB 256GB,vivo,vivoZ5,54805278958,1798.00,454,5,155,297,0.98,5,0,0,2
华为 （ HUAWEI ）华为麦芒7手机 学生手机 全网通 魅海蓝 6GB+64GB,华为（HUAWEI）,华为（HUAWEI） 麦芒7,45273990452,1198.00,461,5,108,348,0.95,4,1,2,3
荣耀 畅玩8A 手机 移动联通电信全网通4G 全面屏智能老人老年学生手机 双卡双待 幻夜黑 全网通 3GB+32GB,华为（HUAWEI）,荣耀 畅玩8A 手机 移动联通电信全网通4G 全面屏智能老人老年学生手机 双卡双待 幻夜黑 全网通 3GB+32GB,51118116602,638.00,453,5,128,333,1.0,2,1,0,0
【二手9成新】vivo Y83 刘海全面屏手机 极夜黑 4GB+64GB 全网通,vivo,【二手9成新】vivo Y83 刘海全面屏手机 极夜黑 4GB+64GB 全网通,44150818825,639.00,452,5,124,321,0.94,7,5,6,1
【二手9成新】华为（HUAWEI）P9 安卓二手手机 P9金色 4GB+64GB【全网通】,华为（HUAWEI）,华为（HUAWEI）P9,37754804185,618.00,453,5,169,301,0.95,13,3,6,2
LGRAVER全网通移动联通电信4G网络手机老人手机三防手机大声老年手机wifi学生手机老年手机电霸 黑色,LGRAVER,LGRAVER全网通移动联通电信4G网络手机老人手机三防手机大声老年手机wifi学生手机老年手机电霸 黑色,52768072191,238.00,451,5,173,273,0.97,4,1,4,1
小米红米 Redmi note8 Pro 手机 冰翡翠 全网通 (6G+128G)送小米背包,小米（MI）,小米（MI）红米 note8 Pro,55736579032,1599.00,450,5,227,223,1.0,6,1,0,0
努比亚（nubia） 红魔Mars 电竞游戏手机 红魔2代手机 曜石黑 （8+128G）,努比亚（nubia）,努比亚（nubia） 红魔Mars 电竞游戏手机 红魔2代手机 曜石黑 （8+128G）,37825648588,1999.00,449,5,252,304,0.95,8,7,7,6
【二手9成新】vivo X9s 安卓手机 黑色 全网通(4G RAM+64G ROM),vivo,【二手9成新】vivo X9s 安卓手机 黑色 全网通(4G RAM+64G ROM),29680803419,658.00,455,5,365,321,0.97,6,1,5,4
华为手机 畅享10Plus【当天发货/30天价保/买送智能手环大礼包/DIY个性定制手机壳】 天空之境 4+128GB全网通,华为（HUAWEI）,华为手机 畅享10Plus【当天发货/30天价保/买送智能手环大礼包/DIY个性定制手机壳】 天空之境 4+128GB全网通,55966489220,1499.00,448,5,211,232,0.97,14,16,3,2
vivo iQOO Pro 5G【送蓝牙音箱+手环】骁龙855Plus手机 44W超快闪充 全网通 勒芒蓝-套装版 8GB+256GB,vivo,vivovivo IQOO Pro 5G全网通,57188729448,4198.00,446,5,215,228,0.98,20,10,2,1
,,,,,,,,,,,,,
,,,,,,,,,,,,,
荣耀畅玩8手机【荣耀直供 15天保价】 幻夜黑 全网通（ 2G+32G）,华为（HUAWEI）,华为（HUAWEI）畅玩8,47786962488,528.00,446,5,96,347,0.96,3,2,1,2
vivo Z5x【至高优惠400】送蓝牙音箱 极点全面屏骁龙710 学生游戏智能手机4G全网通 幻彩粉 8GB 128GB,vivo,vivoZ5x,56630299345,1798.00,444,5,223,218,0.98,10,8,2,1
红米k20pro尊享版【当天发】小米红米Redmi K20 Pro 尊享版 骁龙855 Plus手机 12G+512G 水之蜜语,小米（MI）,红米k20pro尊享版【当天发】小米红米Redmi K20 Pro 尊享版 骁龙855 Plus手机 12G+512G 水之蜜语,57306487790,2958.00,444,5,173,266,0.97,10,24,2,3
,,,,,,,,,,,,,
Apple 苹果 iPhone XR （12期白条分期免息）手机 白色 128G,Apple,Apple 苹果 iPhone XR （12期白条分期免息）手机 白色 128G,36928972810,5899.00,440,5,129,306,0.96,6,1,4,1
【白条6期免息】华为 HUAWEI nova 5i 手机 后置AI四摄 极点全面屏 幻夜黑 6GB+128GB,华为（HUAWEI）,华为（HUAWEI）华为nova5i,50004518652,1999.00,439,5,285,152,0.99,3,3,1,1
华为 P30 Pro 手机（6期免息/华为无线充/30天价保）全网通 天空之境 8G+128G,华为（HUAWEI）,华为 P30 Pro 手机（6期免息/华为无线充/30天价保）全网通 天空之境 8G+128G,51161272226,4988.00,449,5,153,285,0.93,4,1,8,3
努比亚 红魔3代 电竞游戏手机 玄铁黑 全网通(8G+128G),努比亚（nubia）,努比亚（nubia）红魔3代,46479041430,2699.00,450,5,183,255,0.93,15,11,7,5
,,,,,,,,,,,,,
朵唯全网通4G网络老人手机智能移动联通电信版触屏手写备用大屏大声老年机收付款QQ微信可视频学生 黑色（2+16G内存）,朵唯（DOOV）,朵唯全网通4G网络老人手机智能移动联通电信版触屏手写备用大屏大声老年机收付款QQ微信可视频学生 黑色（2+16G内存）,45703560085,399.00,438,5,179,251,0.95,9,21,7,1
8848 钛金手机V1版 智能商务加密手机双卡双待 全网通4G 6G运行2100万像 藏蓝色牛皮,8848,8848 钛金手机V1版 智能商务加密手机双卡双待 全网通4G 6G运行2100万像 藏蓝色牛皮,31594948632,5699.00,436,5,176,292,0.96,14,5,6,0
【现货当天发】小米CC9 拍照手机 美图定制版 8GB+256GB,小米（MI）,【现货当天发】小米CC9 拍照手机 美图定制版 8GB+256GB,50849814760,2149.00,433,5,106,317,0.91,13,4,6,4
荣耀20s 李现同款 华为手机 全网通 蝶羽蓝 全网通（8G +128G ）,华为（HUAWEI）,荣耀20s 李现同款 华为手机 全网通 蝶羽蓝 全网通（8G +128G ）,55732023676,2199.00,433,5,283,149,0.99,3,0,1,0
OPPO Reno Z手机【低至2199！+6期免息+赠音箱+碎屏险】全网通全面屏拍照游戏手机 星辰紫 8G+128G 官网标配,OPPO,OPPOReno Z,56948656946,2199.00,438,5,186,245,0.96,7,12,6,1
【11.11预热开启】华为（HUAWEI）荣耀 8x 手机 魅海蓝 全网通 4GB+64GB,华为（HUAWEI）,华为（HUAWEI）荣耀8x,33285888111,999.00,438,5,255,307,0.98,6,3,1,2
【二手95新】Apple iPhone XR 苹果xr二手手机 黑色 128G 全网通4G,Apple,AppleXR,36661969020,3999.00,414,5,128,282,0.93,7,2,4,5
小米9 Pro 5G版 手机 梦之白 12G+512G,小米（MI）,小米（MI）小米9 Pro  5G版,57616170033,4125.00,412,5,111,292,0.92,5,4,7,2
小米 Redmi 红米Note8 手机 皓月白 全网通4GB+64GB,小米（MI）,小米（MI）红米Note8,55741028743,999.00,412,5,88,321,0.96,2,2,3,0
【现货速发-绿色64G低至9258】苹果 iPhone 11 Pro Max  全网通手机 深空灰色 256GB（套餐版）,Apple,【现货速发-绿色64G低至9258】苹果 iPhone 11 Pro Max  全网通手机 深空灰色 256GB（套餐版）,56644868125,10788.00,411,5,122,287,0.98,10,4,2,0
,,,,,,,,,,,,,
AGM X3 Turbo 满血骁龙845 户外三防智能手机防水防摔军工三防手机双卡双待 游戏手机 黑色+红色 8G+128G,AGM,AGMX3,43621313934,3799.00,408,5,203,192,0.93,28,11,7,6
【二手9成新】华为【HUAWEI Mate10】 二手手机 徕卡双摄游戏手机 全网通手机 亮黑色 6G+128G,华为（HUAWEI）,华为（HUAWEI）华为 mate10,31424072880,1658.00,408,5,352,193,0.98,7,7,5,0
【二手9成新】三星（SAMSUNG）Galaxy S6Edge+(G9280)手机 银色 4G+64G全网通,三星（SAMSUNG）,三星（SAMSUNG）S6edsge+G9280,27297102543,1280.00,414,5,310,274,0.96,10,4,7,5
华为nova5i 手机【京东白条分期免息】华为直供原装正品 ） 下单送18重豪礼 苏音蓝 全网通（8G+128G）咨询客户有优惠,华为（HUAWEI）,华为nova5i 手机【京东白条分期免息】华为直供原装正品 ） 下单送18重豪礼 苏音蓝 全网通（8G+128G）咨询客户有优惠,50892583442,2199.00,412,5,276,135,0.99,12,2,0,1
OPPO K5手机【立减100元+蓝牙耳机】超清四摄 30W闪充k1/k3升级版 oppok5 极地阳光 （6G+128G） 全网通,OPPO,OPPOK5,57520292036,1899.00,407,5,201,204,0.99,7,8,1,1
【优惠850】华为mate20 X 手机 幻影银 全网通6G+128G【可省700版本】,华为（HUAWEI）,华为（HUAWEI）华为Mate 20 X,34816902358,4099.00,407,5,354,244,0.99,15,28,2,0
【二手9成新】三星 Galaxy S9 （SM-G9600/DS）全视曲面屏双卡全网通智能二手手机 迷夜黑 4+64G（全网通）赠送原装充电器套装,三星（SAMSUNG）,三星（SAMSUNG）GalaxyS9,37642202457,2198.00,406,5,208,205,0.97,12,27,1,4
小辣椒 红辣椒G5 红色 移动联通电信4G 老人机 按键手机 双卡双待 老年功能手机,小辣椒,小辣椒红辣椒G5,100004120019,199.00,406,5,84,310,0.87,4,2,9,3
OPPO K5手机【立减100+套装蓝牙双耳机】6400万超清四摄 30W闪充大电池k1/k3升级版 奇幻森林(8GB+128GB) 超值套装 官方标配,OPPO,OPPOK5,57527445552,2199.00,405,5,228,172,0.97,23,37,4,1
荣耀play3手机 极光蓝 4GB+64GB 全网通,华为（HUAWEI）,华为（HUAWEI）荣耀play3,55742041624,999.80,404,5,98,305,0.98,9,2,1,0
【二手9成新】vivo X23 手机 水滴屏全面屏 游戏 智能加速 全网通4G 双卡双待 星夜海洋 6 128GB,vivo,【二手9成新】vivo X23 手机 水滴屏全面屏 游戏 智能加速 全网通4G 双卡双待 星夜海洋 6 128GB,42608801174,1399.00,402,5,108,292,0.95,4,0,2,3
【二手9成新】Apple iPhoneXS 苹果xs 智能全面屏二手手机 金色 256G 全网通 在保,Apple,【二手9成新】Apple iPhoneXS 苹果xs 智能全面屏二手手机 金色 256G 全网通 在保,50594513769,5538.00,409,5,344,251,0.98,5,14,6,1
荣耀v20 手机 麒麟980芯片 魅眼全视屏 4800万深感相机 幻夜黑 全网通 8G+128G,华为（HUAWEI）,荣耀v20 手机 麒麟980芯片 魅眼全视屏 4800万深感相机 幻夜黑 全网通 8G+128G,51191253176,2399.00,400,5,132,272,0.96,6,4,2,3
华为mate30pro 手机【当天发/原装无线充/原封正品】 亮黑色 （8G+128G）原装无线充套装,华为（HUAWEI）,华为mate30pro 手机【当天发/原装无线充/原封正品】 亮黑色 （8G+128G）原装无线充套装,57165960745,5799.00,399,5,124,272,0.97,5,1,3,0
【二手95新】Apple iPhone 7手机 苹果7二手 苹果手机 银色 128GB 全网通4G,Apple,AppleiPhone7,14678950896,1599.00,399,5,296,256,0.97,7,4,4,5
华为（HUAWEI） 畅享7S  全面屏双摄 全网通移动联通电信4G手机 双卡双待 黑色 全网通（4G+64G）,华为（HUAWEI）,华为（HUAWEI） 畅享7S  全面屏双摄 全网通移动联通电信4G手机 双卡双待 黑色 全网通（4G+64G）,53994552961,758.00,419,5,194,320,0.97,4,0,4,0
,,,,,,,,,,,,,
【二手9成新】vivo NEX 双屏版 零界全面屏 AI三摄星环柔光灯 骁龙845 娱乐游戏手机 星漾紫 10G+128G全网通4G,vivo,vivovivo nex 双屏版,42672798242,2259.00,394,5,123,262,0.93,8,6,8,1
努比亚 红魔3代 电竞游戏手机 玄铁黑 全网通 6GB+128GB,努比亚（nubia）,努比亚 红魔3代 电竞游戏手机 玄铁黑 全网通 6GB+128GB,46550115464,2499.00,392,5,116,266,0.92,5,0,6,4
【二手9成新】 Apple iPhone 7 plus苹果7plus 苹果7P 二手苹果手机 玫瑰金 128GB 全网通,Apple,【二手9成新】 Apple iPhone 7 plus苹果7plus 苹果7P 二手苹果手机 玫瑰金 128GB 全网通,44544650784,2038.00,409,4,127,258,0.84,2,2,18,6
小米 Redmi 红米Note8 pro 手机 冰翡翠 8G+128G,小米（MI）,小米 Redmi 红米Note8 pro 手机 冰翡翠 8G+128G,55811938865,1595.00,392,5,119,263,0.92,0,2,4,6
OPPO k3手机【已降100元+耳机】千元旗舰机 r17/15x屏幕指纹识别 oppok3 秘境黑（8G+128G） 全网通,OPPO,OPPO k3,53510123266,1799.00,390,5,132,254,0.97,2,4,2,2
努比亚（nubia） 红魔 Mars 手机 红色 全网通 (8G+128G),努比亚（nubia）,努比亚（nubia）红魔mars,37797723769,1899.00,390,5,236,233,0.98,9,8,2,2
小米红米Redmi Note8手机小金刚  4800万四摄 高通骁龙665 皓月白 4+64G,小米（MI）,小米红米Redmi Note8手机小金刚  4800万四摄 高通骁龙665 皓月白 4+64G,55811534734,999.00,388,5,83,305,1.0,1,0,0,0
【二手9成新】vivo X21 全面屏 双摄美颜拍照手机  全网通二手手机 冰钻黑 6G+128G 全网通,vivo,【二手9成新】vivo X21 全面屏 双摄美颜拍照手机  全网通二手手机 冰钻黑 6G+128G 全网通,54493536617,1216.00,388,5,301,256,0.99,14,1,2,0
荣耀play3手机 幻夜黑 全网通 4GB+64GB,华为（HUAWEI）,荣耀play3手机 幻夜黑 全网通 4GB+64GB,56179828357,999.00,374,5,157,216,0.99,5,2,0,1
三星（SAMSUNG） 三星W2019 手机 尊铂典藏版（6GB+256GB）,三星（SAMSUNG）,三星（SAMSUNG） 三星W2019 手机 尊铂典藏版（6GB+256GB）,37019217163,11198.00,373,5,164,248,0.96,5,3,5,1
【二手9成新】Apple/苹果iPhone7Plus 7P代全网通4G二手手机 玫瑰金色 128G 全网通【白条12期免息】,Apple,AppleiPhone7 Plus,24702742643,2269.00,373,5,220,178,0.95,8,4,8,3
【超级爆款】华为Mate30手机 星河银 全网通8GB+128GB,华为（HUAWEI）,华为（HUAWEI）华为Mate30,57268990547,4299.00,372,5,152,216,0.97,5,2,3,1
小米8青春版 【顺丰速发 咨询送三重好礼】 小米8 青春 小米手机 8青春 深空灰 全网通6GB+128G,小米（MI）,小米（MI）小米8青春版,33278991977,1168.00,388,5,166,288,0.98,1,6,2,1
【二手9成新】vivo Y55 手机 玫瑰金 2G+16G 全网通,vivo,vivoY55,33973536803,306.00,378,5,129,303,0.96,1,0,3,2
OPPO K3手机【立减100元+蓝牙耳机】骁龙710VOOC闪充r17/r15x屏幕指纹全网通 星云紫（8G+128G） 官方标配,OPPO,OPPOOPPO K3电波蓝,53536979551,1799.00,373,5,111,258,0.96,6,6,2,2
华为P20 Pro 徕卡三摄 手机【白条分期免息0首付】 极光色 6+128G 全网通,华为（HUAWEI）,华为P20 Pro 徕卡三摄 手机【白条分期免息0首付】 极光色 6+128G 全网通,26655937140,2428.00,377,5,172,256,0.98,7,3,0,2
华为（HUAWEI） 荣耀 手机  畅玩8C 全面屏手机 幻夜黑 4GB+32GB,华为（HUAWEI）,华为（HUAWEI） 荣耀 手机  畅玩8C 全面屏手机 幻夜黑 4GB+32GB,54310472758,749.00,367,5,135,288,0.95,2,1,3,3
小米 Redmi 红米Note8 Pro 手机 冰翡翠 全网通8GB+128GB,小米（MI）,小米（MI）红米NOTE8Pro,55082456956,1628.00,366,5,104,258,0.96,3,2,4,0
【二手9成新】Apple iPhone7 苹果7手机 全网通 磨砂黑 32G全网通,Apple,【二手9成新】Apple iPhone7 苹果7手机 全网通 磨砂黑 32G全网通,26664455063,1166.00,366,5,153,257,0.91,3,3,9,6
【二手95新】OPPO R17 水滴屏手机 光感屏幕指纹 流光蓝 全网通(8G RAM+128G ROM),OPPO,【二手95新】OPPO R17 水滴屏手机 光感屏幕指纹 流光蓝 全网通(8G RAM+128G ROM),33836103731,1528.00,364,5,127,245,0.94,6,1,5,3
