顾客编号,销售月份,销售金额,消费天数
464,201504,296.90999999999997,17
465,201501,51.03,8
465,201502,113.22000000000001,9
465,201504,49.41,5
466,201501,221.91000000000005,18
466,201502,86.06,9
466,201503,38.39,2
466,201504,28.900000000000002,3
467,201501,88.60000000000001,4
468,201501,74.67,13
469,201501,110.06999999999998,23
469,201502,89.17000000000002,8
469,201503,304.15000000000003,22
470,201501,43.5,7
470,201502,77.8,4
470,201504,50.9,1
471,201501,116.35000000000002,16
472,201501,28.799999999999997,7
472,201502,80.7,3
473,201501,54.95,3
474,201501,222.37000000000006,23
474,201502,90.98,14
474,201503,9.5,3
474,201504,126.62000000000002,17
475,201501,4.7,3
476,201501,53.860000000000014,16
476,201502,11.370000000000001,2
476,201503,67.15,18
476,201504,41.650000000000006,8
477,201501,80.19,11
478,201501,26.22,8
479,201501,44.4,7
480,201501,13.2,6
480,201502,23.950000000000003,3
480,201503,74.69999999999999,9
481,201501,47.1,4
481,201503,65.6,13
482,201501,104.91999999999999,17
482,201502,57.7,13
482,201503,26.7,6
483,201501,37.65,3
483,201502,99.39000000000001,15
483,201503,263.27000000000004,26
483,201504,30.14,4
484,201501,136.41000000000003,17
484,201502,155.69,11
484,201503,277.40000000000003,33
484,201504,132.17,21
485,201501,31.73,3
485,201502,118.19999999999999,13
486,201501,167.67000000000002,4
487,201501,59.37,12
487,201502,116.88000000000002,18
487,201503,157.92000000000004,22
487,201504,15.9,5
488,201501,75.85,9
488,201502,10.3,1
488,201504,50.7,3
489,201501,33.37,10
489,201503,101.03,5
490,201501,29.700000000000003,4
490,201502,142.84,5
491,201501,36.11,3
491,201504,65.75,7
492,201501,70.66,5
492,201503,203.25,12
493,201501,17.259999999999998,3
494,201501,25.380000000000003,2
495,201501,21.78,3
495,201502,32.67,2
496,201501,133.8,2
496,201503,222.8,2
497,201501,175.02000000000004,26
497,201502,94.88000000000001,19
497,201503,29.940000000000005,12
497,201504,22.7,5
498,201501,31.799999999999997,2
498,201502,91.0,7
499,201501,121.70000000000002,12
499,201502,26.6,3
499,201504,161.8,24
500,201501,82.4,4
501,201501,60.70000000000001,6
501,201502,96.46000000000001,10
501,201503,34.56999999999999,4
501,201504,44.660000000000004,6
502,201501,48.22,3
503,201501,67.46,14
504,201501,20.34,3
505,201501,17.45,2
506,201501,107.12,18
506,201502,59.050000000000004,12
506,201504,101.99,13
507,201501,154.88000000000002,17
507,201502,100.09000000000002,12
507,201503,108.0,11
508,201501,135.21,16
509,201501,392.87,27
509,201502,99.7,5
509,201503,145.81,12
509,201504,116.96999999999998,18
510,201501,49.190000000000005,4
510,201504,71.79,4
511,201501,45.0,5
511,201504,116.21000000000001,8
512,201501,129.96,14
512,201502,65.75,14
512,201503,83.54,12
513,201501,95.5,5
513,201502,136.0,1
513,201504,45.1,5
514,201501,39.03,6
515,201501,71.25,9
515,201503,199.43000000000004,26
516,201501,71.03,14
516,201502,225.71,34
517,201501,27.799999999999997,3
517,201502,17.8,2
517,201503,26.9,1
518,201501,125.5,6
519,201501,129.60000000000002,16
519,201503,77.4,12
520,201501,178.4,9
520,201502,428.1,7
521,201501,70.78,10
522,201501,117.2,7
522,201502,70.69999999999999,3
522,201503,212.20000000000002,14
523,201501,121.4,14
524,201501,202.24,25
524,201502,44.8,3
524,201503,133.70000000000002,12
525,201501,54.06999999999999,8
525,201503,27.76,3
526,201501,616.5999999999999,30
527,201501,149.89999999999998,16
527,201503,43.4,5
527,201504,13.239999999999998,2
528,201501,53.56,8
529,201501,60.830000000000005,9
529,201502,40.620000000000005,6
530,201501,4.7,2
530,201502,10.149999999999999,2
530,201503,21.549999999999997,2
531,201501,62.22999999999999,7
531,201502,139.4,11
532,201501,114.5,14
532,201502,96.6,10
532,201503,90.9,7
533,201501,193.23999999999995,14
533,201502,222.14000000000001,9
533,201503,19.8,2
533,201504,69.54,13
534,201501,29.7,6
534,201504,19.6,3
535,201501,146.2,3
536,201501,26.9,1
537,201501,78.65,4
537,201503,38.08,10
538,201501,21.42,3
538,201502,357.06000000000006,13
538,201503,257.34999999999997,18
539,201501,209.39999999999998,7
539,201502,207.24,15
540,201501,30.38,2
541,201501,19.3,1
542,201501,85.88,15
542,201502,156.05,21
542,201503,20.02,6
542,201504,187.74000000000007,25
543,201501,25.9,1
543,201502,32.8,2
544,201501,11.3,1
545,201501,69.08,7
546,201501,53.81,4
546,201502,59.760000000000005,12
546,201503,35.23,3
547,201501,171.68,24
547,201503,225.43000000000006,39
547,201504,356.13000000000005,26
548,201501,53.01,7
548,201502,63.23999999999999,11
548,201503,127.14000000000001,16
548,201504,191.72000000000003,27
549,201501,56.580000000000005,8
549,201502,52.3,12
550,201501,86.5,2
551,201501,276.05000000000007,35
551,201503,131.7,10
551,201504,83.62,13
552,201501,74.13,7
553,201501,226.57999999999998,38
553,201502,327.1499999999999,44
553,201503,229.32000000000002,29
553,201504,279.51,27
554,201501,176.98000000000002,32
554,201502,102.71999999999998,23
554,201503,165.13000000000002,28
554,201504,53.18000000000001,12
555,201501,55.0,2
556,201501,379.37,32
556,201502,150.73,19
557,201501,31.6,2
557,201502,80.69999999999999,3
558,201501,59.49,10
559,201501,52.44,9
559,201502,57.55,3
560,201501,139.95999999999995,22
561,201501,35.72,7
562,201501,2.9,2
562,201502,121.56000000000003,20
562,201503,18.9,1
562,201504,4.21,2
563,201501,203.41000000000005,33
563,201502,145.32999999999998,21
563,201503,153.52,24
563,201504,101.72,20
564,201501,62.82999999999999,11
564,201503,75.9,2
565,201501,31.4,6
566,201501,51.8,4
566,201502,122.08000000000001,12
566,201504,126.49999999999999,10
567,201501,18.6,1
568,201501,38.8,5
568,201502,206.8,4
569,201501,3.0,1
569,201502,50.47999999999999,8
569,201503,77.66000000000001,12
569,201504,11.59,3
570,201501,210.79999999999998,6
571,201501,79.4,4
572,201501,28.55,6
572,201502,5.38,2
572,201504,89.02000000000001,14
573,201501,221.87,10
573,201502,164.76,22
573,201503,104.9,2
573,201504,36.0,1
574,201501,36.599999999999994,8
575,201501,156.78000000000003,11
575,201502,68.44,11
576,201501,63.72,10
576,201502,32.199999999999996,7
576,201503,13.82,3
577,201501,38.33,3
578,201501,129.29000000000002,9
578,201503,27.94,9
578,201504,58.17,16
579,201501,65.5,5
579,201502,39.43,5
580,201501,9.2,2
581,201501,28.490000000000002,7
581,201502,17.6,2
581,201503,42.699999999999996,3
581,201504,6.8,2
582,201501,29.9,1
582,201504,87.0,10
583,201501,7.9,1
584,201501,65.8,8
585,201501,3.29,1
586,201501,109.9,1
587,201501,51.699999999999996,5
587,201502,61.24,9
588,201501,128.68,15
588,201503,156.94000000000003,11
589,201501,136.83000000000004,14
590,201501,126.15,9
590,201502,52.599999999999994,10
590,201503,46.099999999999994,7
590,201504,74.94000000000001,13
591,201501,77.80000000000001,15
591,201503,80.58,11
591,201504,105.31000000000003,21
592,201501,127.56000000000003,22
592,201502,219.64000000000004,39
592,201503,222.36,38
592,201504,44.699999999999996,6
593,201501,24.54,7
593,201502,41.09,14
593,201503,55.379999999999995,11
593,201504,56.25,10
594,201501,147.99,24
595,201501,40.81000000000001,9
595,201502,150.60000000000002,4
596,201501,105.14,9
596,201502,224.10999999999999,14
597,201501,154.01000000000002,12
597,201502,30.16,3
597,201503,64.34,8
597,201504,76.25000000000001,9
598,201501,65.84,8
598,201504,58.14000000000001,12
599,201501,63.699999999999996,2
599,201502,81.97999999999999,7
599,201504,55.510000000000005,12
600,201501,50.8,5
600,201502,100.60000000000001,15
600,201503,11.899999999999999,3
601,201501,212.47,9
601,201502,15.77,7
601,201503,20.1,2
601,201504,82.34,17
602,201501,50.589999999999996,9
603,201501,65.64,5
604,201501,115.96000000000001,9
604,201502,17.18,4
604,201503,117.44000000000001,14
604,201504,174.76,18
605,201501,46.92,7
606,201501,10.35,4
607,201501,118.47999999999999,8
608,201501,469.2,2
608,201503,89.80000000000001,5
609,201501,135.25,21
609,201502,166.60999999999999,19
609,201503,419.36,38
609,201504,291.44,39
610,201501,60.4,5
610,201502,63.059999999999995,7
610,201503,11.43,7
611,201501,33.120000000000005,5
612,201501,63.150000000000006,4
613,201501,96.0,1
613,201502,412.78,11
614,201501,103.4,18
614,201502,152.75,15
614,201503,118.34,14
614,201504,150.79000000000002,21
615,201501,51.660000000000004,7
615,201502,18.700000000000003,2
615,201503,9.1,3
615,201504,15.8,3
616,201501,100.10000000000001,5
616,201502,119.78,11
617,201501,90.42000000000002,11
617,201502,25.62,4
617,201504,76.66,17
618,201501,28.66,2
619,201501,159.50000000000003,19
619,201502,274.98,20
619,201503,410.87,21
619,201504,73.7,8
620,201501,133.01,9
620,201503,85.52,12
621,201501,237.99000000000007,36
621,201502,110.53,14
621,201503,51.919999999999995,7
622,201501,132.9,16
622,201504,98.7,10
623,201501,19.62,4
623,201503,41.099999999999994,7
623,201504,10.57,3
624,201501,27.25,9
624,201503,37.34,8
625,201501,111.25,17
625,201503,62.489999999999995,12
626,201501,26.959999999999997,3
626,201502,187.64999999999998,12
626,201503,144.13,6
626,201504,77.78,9
627,201501,36.379999999999995,4
627,201502,196.39000000000001,8
627,201503,16.09,7
627,201504,98.07000000000001,11
628,201501,261.6,23
628,201502,299.09999999999997,21
629,201501,50.720000000000006,9
629,201503,291.1,12
630,201501,117.00000000000001,30
630,201502,57.2,15
631,201501,16.86,3
632,201501,28.1,3
633,201501,18.5,4
634,201501,133.06,12
634,201502,35.540000000000006,5
635,201501,176.40000000000003,12
636,201501,54.099999999999994,5
636,201503,149.39999999999998,3
636,201504,131.21,15
637,201501,90.62000000000002,18
637,201503,68.05,5
637,201504,103.86999999999999,16
638,201501,8.8,3
639,201501,35.5,5
640,201501,43.66,6
640,201503,56.260000000000005,9
640,201504,30.299999999999997,6
641,201501,14.8,2
642,201501,126.01000000000003,26
642,201502,65.4,10
642,201503,151.10000000000002,19
642,201504,128.49,29
643,201501,31.77,6
644,201501,108.41,14
644,201502,4.4399999999999995,2
644,201503,76.63000000000001,18
644,201504,173.19000000000003,25
645,201501,7.199999999999999,2
645,201502,95.29999999999998,5
645,201504,5.5,2
646,201501,27.6,2
646,201502,113.73999999999998,12
646,201503,29.14,5
646,201504,62.10000000000001,5
647,201501,94.22,11
647,201502,31.899999999999995,5
647,201504,21.190000000000005,3
648,201501,27.759999999999998,3
649,201501,14.01,4
650,201501,17.35,3
650,201503,52.07,11
650,201504,52.12,6
651,201501,31.520000000000003,3
651,201502,70.53999999999999,14
651,201503,188.54000000000002,15
652,201501,24.3,2
653,201501,18.9,1
654,201501,9.9,1
654,201502,477.5,5
655,201501,22.9,1
656,201501,118.05999999999999,7
656,201503,40.28,3
657,201501,11.97,1
657,201504,183.19,21
658,201501,246.77000000000004,25
658,201502,16.4,2
658,201503,75.53,9
658,201504,128.53,21
659,201501,64.32,2
659,201504,25.81,3
660,201501,108.37999999999998,4
660,201502,290.28,17
661,201501,32.06,5
661,201502,83.92,13
661,201503,9.81,3
661,201504,63.64,12
662,201501,171.59000000000003,13
663,201501,16.69,3
664,201501,19.5,3
664,201503,41.4,4
664,201504,149.67000000000004,15
665,201501,98.6,6
665,201502,58.8,1
665,201504,10.9,1
666,201501,109.25999999999999,15
666,201502,432.1999999999999,52
666,201503,240.56,14
666,201504,159.29,17
667,201501,144.70000000000002,11
668,201501,48.25,9
668,201502,9.959999999999999,3
668,201503,45.71,6
669,201501,188.82999999999998,22
669,201504,156.48,15
670,201501,209.46,14
670,201502,37.6,2
671,201501,31.9,3
671,201502,15.600000000000001,2
672,201501,100.09,13
673,201501,117.16,8
673,201503,26.9,2
673,201504,38.68,4
674,201501,148.8,2
675,201501,89.13999999999999,10
675,201502,277.96,36
675,201504,46.93,6
676,201501,76.68,15
676,201502,9.7,3
676,201503,30.950000000000003,7
676,201504,61.080000000000005,10
677,201501,274.02000000000004,19
677,201502,355.57,19
677,201503,5.3,1
677,201504,30.680000000000003,7
678,201501,72.35,4
678,201504,21.14,2
679,201501,14.49,2
679,201504,31.300000000000004,4
680,201501,39.699999999999996,3
680,201502,61.699999999999996,10
681,201501,82.08000000000001,14
681,201502,7.68,2
682,201501,162.87,10
682,201502,48.45,10
682,201503,484.55000000000007,31
682,201504,35.21,4
683,201501,30.549999999999997,5
683,201502,6.8100000000000005,4
683,201503,13.72,2
683,201504,27.6,5
684,201501,57.599999999999994,11
684,201502,164.42000000000002,21
684,201503,59.599999999999994,3
684,201504,31.44,6
685,201501,24.9,2
686,201501,68.92,6
687,201501,90.91000000000001,16
687,201502,296.1,12
688,201501,73.8,2
689,201501,52.04,10
689,201503,53.519999999999996,8
689,201504,155.27000000000004,14
690,201501,56.7,3
691,201501,72.25000000000001,9
692,201501,19.650000000000002,3
693,201501,61.2,3
693,201502,24.8,3
693,201503,12.84,1
694,201501,24.62,6
694,201504,9.9,1
695,201501,19.9,1
696,201501,48.96,13
697,201501,88.28999999999999,8
697,201503,78.5,5
697,201504,45.5,3
698,201501,115.75999999999999,9
698,201502,148.37,14
698,201503,294.44,36
698,201504,76.05999999999999,9
699,201501,72.0,1
700,201501,94.81,4
701,201501,12.9,1
701,201503,34.8,1
702,201501,49.29,7
703,201501,11.17,1
704,201501,65.9,2
704,201503,14.600000000000001,2
704,201504,46.33,4
705,201501,55.68,1
706,201501,52.72,6
706,201502,203.41000000000003,7
706,201504,129.07,18
707,201501,3.3,1
708,201501,59.61000000000001,8
709,201501,85.92,9
710,201501,90.2,9
711,201501,208.03,16
712,201501,53.0,7
712,201504,50.349999999999994,4
713,201501,54.01,13
713,201504,29.53,2
714,201501,10.0,1
714,201502,12.629999999999999,5
715,201501,26.7,6
716,201501,57.5,12
716,201502,689.4499999999999,54
716,201504,65.0,8
717,201501,52.4,2
718,201501,89.55000000000001,17
718,201502,48.9,2
718,201503,309.59,4
718,201504,15.3,4
719,201501,32.6,6
719,201504,108.52000000000001,3
720,201501,23.4,3
721,201501,77.89000000000001,13
721,201504,43.620000000000005,9
722,201501,66.81,15
722,201502,34.910000000000004,10
722,201503,19.13,5
723,201501,81.27000000000001,11
724,201501,100.94,6
725,201501,24.32,4
726,201501,41.9,2
726,201502,309.1200000000001,40
727,201501,45.849999999999994,7
727,201504,28.13,4
728,201501,28.9,2
728,201504,46.9,11
729,201501,104.60000000000001,18
729,201502,284.53,26
729,201503,31.700000000000003,6
729,201504,140.86,19
730,201501,174.70000000000005,12
730,201503,274.59000000000003,20
730,201504,398.07,40
731,201501,7.01,2
731,201502,41.03999999999999,18
731,201503,30.010000000000005,7
731,201504,33.75,9
732,201501,162.24000000000004,29
732,201502,34.57000000000001,8
732,201503,55.16999999999999,11
732,201504,253.03,29
733,201501,94.64000000000001,12
733,201502,103.91000000000001,16
733,201503,107.38000000000001,10
733,201504,154.46,20
734,201501,21.79,11
735,201501,51.239999999999995,5
736,201501,88.64999999999999,7
736,201502,36.7,2
736,201503,81.97,9
736,201504,47.0,1
737,201501,113.78999999999999,7
738,201501,46.61,5
738,201502,27.0,2
738,201503,16.0,1
739,201501,25.8,3
739,201502,308.43,14
740,201501,6.0,1
740,201502,79.81,8
740,201503,21.43,5
740,201504,95.32,12
741,201501,54.41,4
741,201502,41.09,8
741,201504,16.48,3
742,201501,53.03,7
743,201501,56.4,5
743,201502,18.9,2
744,201501,21.77,6
745,201501,232.8,22
745,201502,111.72999999999999,5
745,201504,188.49,6
746,201501,677.3199999999999,19
746,201504,90.55,5
747,201501,118.9,8
748,201501,33.8,4
748,201502,128.8,4
748,201504,52.4,6
749,201501,118.47999999999999,18
750,201501,176.39,21
750,201502,67.46999999999998,9
750,201504,51.52,6
751,201501,45.120000000000005,5
751,201504,223.00000000000003,15
752,201501,117.54,6
752,201502,208.06,17
752,201503,177.1,11
752,201504,119.89000000000003,16
753,201501,35.79,6
753,201502,20.23,3
753,201504,79.59,9
754,201501,73.01,15
754,201502,19.86,4
754,201504,148.77,9
755,201501,53.949999999999996,10
755,201503,65.03999999999999,4
755,201504,42.599999999999994,7
756,201501,131.67000000000002,8
757,201501,38.95,6
757,201502,31.62,10
757,201503,41.32000000000001,9
758,201501,291.0400000000001,45
758,201502,308.23999999999995,42
758,201503,284.2700000000001,43
758,201504,162.38000000000002,20
759,201501,35.1,4
759,201504,44.5,7
760,201501,23.83,4
761,201501,14.549999999999999,7
761,201502,51.900000000000006,9
761,201503,321.93,21
761,201504,66.30000000000001,6
762,201501,8.78,5
763,201501,125.55000000000001,12
763,201502,222.79000000000005,31
763,201503,225.38999999999996,28
763,201504,195.43,25
764,201501,50.099999999999994,7
764,201504,56.0,6
765,201501,33.18,4
765,201504,38.400000000000006,9
766,201501,39.45,6
766,201503,68.46000000000001,12
766,201504,179.0,25
767,201501,18.64,5
768,201501,40.01,9
769,201501,40.19,8
769,201502,55.449999999999996,13
769,201503,199.65000000000006,25
769,201504,100.32000000000002,17
770,201501,88.9,2
770,201502,48.699999999999996,3
770,201503,173.72,11
770,201504,149.3,8
771,201501,17.43,6
772,201501,41.98,11
773,201501,13.0,2
773,201502,69.7,8
773,201503,19.1,3
773,201504,11.74,3
774,201501,218.9,3
774,201502,107.49999999999999,7
774,201504,30.529999999999998,6
775,201501,15.6,2
776,201501,16.990000000000002,2
777,201501,38.82,3
777,201503,8.9,1
777,201504,24.62,4
778,201501,11.0,2
779,201501,58.459999999999994,6
779,201503,35.9,3
779,201504,9.49,2
780,201501,95.45,8
780,201502,16.9,1
780,201503,167.0,14
780,201504,29.240000000000002,5
781,201501,25.159999999999997,6
782,201501,32.92,3
782,201502,631.1999999999999,5
782,201503,137.27,14
782,201504,59.209999999999994,5
783,201501,63.64999999999999,18
783,201502,46.95,5
783,201503,251.31000000000006,35
783,201504,270.74,31
784,201501,42.4,4
785,201501,168.38,15
785,201502,63.550000000000004,15
785,201503,45.489999999999995,6
785,201504,39.99999999999999,7
786,201501,43.08,3
786,201502,82.86000000000001,5
786,201504,69.08,9
787,201501,138.43,10
787,201502,121.95,6
787,201503,141.52,12
787,201504,64.8,3
788,201501,80.92000000000002,13
788,201504,96.64000000000001,10
789,201501,110.38999999999999,6
789,201503,102.4,4
790,201501,103.13,16
791,201501,205.89000000000001,16
791,201503,54.0,6
791,201504,180.55000000000004,20
792,201501,61.46999999999999,7
792,201502,189.07999999999998,7
792,201503,195.24,8
792,201504,34.8,1
793,201501,26.300000000000004,3
794,201501,82.57,4
795,201501,52.37,9
795,201502,10.7,3
795,201503,6.7,1
796,201501,206.50000000000003,17
796,201502,613.4699999999996,59
796,201503,133.2,3
796,201504,163.96000000000004,22
797,201501,47.99999999999999,7
797,201504,60.5,8
798,201501,2.96,1
799,201501,45.92,6
800,201501,44.38999999999999,7
800,201502,18.9,1
801,201501,43.28,10
801,201503,44.11,4
802,201501,26.5,4
803,201501,84.10000000000001,11
803,201502,430.45999999999987,32
803,201503,39.54,6
803,201504,187.36999999999998,10
804,201501,131.47,25
804,201503,146.98000000000008,25
804,201504,63.51,7
805,201501,47.08,9
805,201502,139.65000000000003,22
805,201503,57.28,5
805,201504,114.64,16
806,201501,25.1,5
807,201501,36.220000000000006,11
808,201501,19.34,3
808,201503,36.14,4
808,201504,48.459999999999994,10
809,201501,103.11999999999999,13
809,201502,58.92999999999999,8
810,201501,77.3,6
811,201501,37.95,5
811,201502,87.84,11
811,201503,74.08000000000001,12
811,201504,17.990000000000002,3
812,201501,41.4,9
812,201502,98.89,12
813,201501,6.74,1
814,201501,13.41,4
814,201502,226.24,27
814,201504,93.3,16
815,201501,10.4,3
816,201501,119.31,4
816,201502,52.18000000000001,8
816,201504,99.42000000000002,10
817,201501,68.85,2
818,201501,30.419999999999998,9
818,201502,67.38,13
819,201501,26.7,4
819,201502,270.25,24
819,201503,160.19,16
819,201504,276.47,21
820,201501,20.8,4
820,201503,11.97,1
821,201501,23.68,3
822,201501,19.68,3
823,201501,113.84,11
824,201501,102.64,12
824,201503,29.8,2
825,201501,119.72,8
826,201501,46.25,5
826,201502,3.9,1
827,201501,166.85000000000005,21
827,201503,83.43,16
828,201501,5.9,2
829,201501,11.1,2
830,201501,23.0,2
831,201501,115.52000000000002,18
832,201501,154.68000000000004,22
833,201501,137.9,10
833,201502,154.12,9
833,201503,16.86,2
833,201504,53.9,2
834,201501,436.9299999999999,29
834,201502,462.19999999999993,48
834,201503,473.93999999999977,51
834,201504,52.64999999999999,7
835,201501,51.4,13
835,201502,92.24999999999999,19
835,201503,182.29000000000002,40
835,201504,107.51,20
836,201501,103.06000000000003,17
836,201502,315.86,25
836,201504,186.71,10
837,201501,230.04000000000002,12
838,201501,29.409999999999997,6
838,201503,53.78,5
839,201501,558.4399999999997,32
839,201502,28.2,3
839,201503,132.81,3
840,201501,61.13,7
841,201501,916.4400000000002,29
842,201501,34.5,6
842,201502,203.95000000000002,23
842,201503,74.53999999999999,3
842,201504,316.46999999999997,25
843,201501,97.04,20
843,201503,167.8,25
843,201504,122.16000000000001,20
844,201501,45.650000000000006,7
844,201504,37.6,3
845,201501,54.980000000000004,14
845,201502,57.12999999999999,9
845,201503,398.90000000000003,21
845,201504,13.58,4
846,201501,36.9,1
846,201502,93.6,6
846,201503,45.6,3
846,201504,85.3,7
847,201501,329.99,25
847,201502,166.42000000000004,23
847,201503,194.22,18
847,201504,264.32,29
848,201501,23.61,5
849,201501,92.69999999999999,2
849,201502,276.71999999999997,18
849,201503,180.72000000000003,13
849,201504,24.9,1
850,201501,18.75,3
851,201501,59.12,13
851,201503,23.79,8
851,201504,34.75,6
852,201501,53.599999999999994,2
853,201501,82.75,7
853,201502,78.02,11
853,201503,260.81,21
853,201504,64.47999999999999,9
854,201501,31.9,3
854,201502,20.3,2
855,201501,53.3,5
856,201501,27.02,9
857,201501,74.74,13
857,201502,237.5,7
857,201503,48.16,10
857,201504,44.19,8
858,201501,77.2,12
858,201503,49.68999999999999,13
859,201501,131.39000000000001,17
859,201502,27.37,3
860,201501,18.0,3
860,201502,138.35000000000002,15
861,201501,123.55000000000001,19
862,201501,26.22,4
862,201502,100.27000000000002,14
862,201503,64.46,15
863,201501,36.6,4
863,201502,60.49999999999999,5
864,201501,26.6,4
865,201501,72.36000000000001,10
865,201502,122.17000000000003,12
866,201501,94.02000000000001,4
866,201502,440.55000000000007,17
866,201503,110.64999999999999,9
866,201504,162.62,22
867,201501,102.69999999999999,7
867,201504,44.47,6
868,201501,185.32,14
869,201501,29.6,4
870,201501,13.6,2
870,201504,10.8,1
871,201501,64.10000000000001,3
871,201502,77.11,11
871,201503,463.7500000000001,16
871,201504,250.89000000000001,20
872,201501,27.83,5
873,201501,49.9,1
873,201503,12.09,2
874,201501,11.19,1
874,201503,144.81,8
874,201504,90.03999999999999,10
875,201501,76.19999999999999,6
875,201504,191.95000000000005,15
876,201501,95.48,11
877,201501,16.89,5
877,201503,179.48000000000002,11
877,201504,124.05999999999999,26
878,201501,102.73,14
878,201503,35.53999999999999,9
878,201504,28.33,6
879,201501,82.11,9
879,201502,40.47,2
879,201504,132.65,10
880,201501,50.300000000000004,5
880,201502,7.0,2
881,201501,99.63000000000001,9
881,201502,12.620000000000001,2
881,201503,5.5,3
881,201504,29.869999999999997,7
882,201501,20.94,7
883,201501,148.53,12
883,201504,11.4,2
884,201501,58.41,6
885,201501,38.28,4
885,201503,25.380000000000003,5
886,201501,7.98,1
886,201502,7.49,2
886,201503,11.899999999999999,3
886,201504,28.06,6
887,201501,58.8,1
887,201502,153.14000000000001,20
887,201503,115.18,9
888,201501,31.199999999999996,3
889,201501,76.0,1
889,201502,349.2,7
889,201503,77.55,2
890,201501,21.200000000000003,2
891,201501,15.629999999999999,4
891,201503,52.51,8
892,201501,148.67000000000002,13
893,201501,38.96,5
893,201502,24.64,8
893,201503,14.8,2
894,201501,28.04,6
894,201502,8.399999999999999,4
894,201504,42.97,4
895,201501,5.0600000000000005,2
896,201501,227.65999999999997,19
897,201501,118.84000000000002,19
897,201503,76.38,14
898,201501,28.46,4
898,201503,52.38999999999999,6
899,201501,23.3,1
899,201504,45.6,2
900,201501,188.78,15
900,201502,39.8,4
900,201503,36.01,7
901,201501,24.57,4
901,201503,19.68,4
902,201501,12.83,5
902,201502,13.52,5
902,201503,27.950000000000003,4
903,201501,56.9,8
903,201502,29.550000000000004,7
904,201501,25.639999999999997,7
905,201501,396.81,9
906,201501,17.8,2
906,201503,120.58999999999999,15
907,201501,11.8,4
907,201502,28.42,7
907,201504,58.91,4
908,201501,50.0,2
909,201501,96.0,7
909,201502,67.7,6
910,201501,41.1,6
910,201503,148.8,13
910,201504,32.43,4
911,201501,140.5,12
911,201502,352.99,40
911,201504,106.45,21
912,201501,20.5,6
913,201501,197.02000000000004,19
913,201502,292.83000000000004,40
913,201503,68.10000000000001,14
913,201504,154.02000000000004,16
914,201501,105.61000000000001,8
914,201503,86.21000000000001,17
915,201501,130.10000000000002,4
915,201503,38.279999999999994,5
915,201504,33.9,4
916,201501,23.259999999999998,4
916,201502,102.09000000000002,12
916,201503,77.55000000000001,13
916,201504,310.98,19
917,201501,70.66,5
917,201502,19.6,3
917,201503,44.3,3
918,201501,19.46,5
919,201501,74.6,5
920,201501,34.9,4
921,201501,54.800000000000004,7
921,201503,47.9,2
922,201501,120.62000000000002,18
922,201504,86.00000000000001,10
923,201501,70.39999999999999,7
923,201504,68.45,10
924,201501,86.10000000000001,11
924,201502,164.9,12
924,201503,100.60000000000001,7
925,201501,162.73,22
925,201502,1070.5700000000004,38
925,201503,128.76,17
925,201504,140.99,13
926,201501,83.47999999999999,3
927,201501,88.80000000000001,18
928,201501,188.0,4
928,201502,192.8,3
929,201501,79.84,12
930,201501,22.39,4
931,201501,30.42,7
931,201502,98.0,2
932,201501,49.69,2
932,201503,0.48,1
933,201501,39.82,7
933,201502,73.03999999999999,10
933,201503,74.88,7
934,201501,74.48,12
934,201503,109.17999999999999,11
935,201501,181.00000000000003,18
936,201501,140.03000000000003,41
936,201502,96.31,16
936,201503,170.55000000000007,28
936,201504,112.27,22
937,201501,25.1,4
938,201501,28.080000000000002,8
939,201501,20.310000000000006,6
940,201501,51.26,8
941,201501,88.3,2
941,201502,78.44,4
942,201501,118.25999999999999,3
943,201501,28.62,3
944,201501,95.20000000000002,13
945,201501,34.370000000000005,5
946,201501,36.77,1
947,201501,105.45,13
947,201504,71.84,17
948,201501,68.94,7
949,201501,30.5,3
950,201501,93.06,10
950,201502,268.00000000000006,24
950,201503,70.86,9
950,201504,7.8100000000000005,3
951,201501,81.46000000000001,7
952,201501,70.31,4
952,201502,39.9,1
952,201504,327.91999999999996,10
953,201501,51.2,4
953,201502,58.89999999999999,9
953,201503,27.9,2
954,201501,64.15,3
954,201503,74.61999999999999,8
954,201504,53.580000000000005,10
955,201501,43.34,4
956,201501,3.03,1
956,201502,263.2,9
956,201503,8.39,5
956,201504,146.35000000000002,14
957,201501,69.44,9
958,201501,122.76,1
959,201501,128.26,10
959,201502,41.01,5
959,201503,7.8,2
960,201501,23.2,4
961,201501,8.7,2
962,201501,198.18,19
962,201502,411.3699999999999,37
962,201503,127.89999999999999,8
963,201501,75.7,9
963,201502,183.93,28
963,201503,85.7,5
963,201504,520.4,28
964,201501,14.9,2
964,201503,71.25999999999999,7
965,201501,182.14000000000001,17
966,201501,80.4,8
967,201501,38.900000000000006,10
968,201501,87.11000000000001,10
968,201502,69.58999999999999,13
968,201503,137.97000000000003,17
968,201504,352.27000000000004,33
969,201501,15.25,3
969,201502,303.33000000000004,27
969,201503,73.04,3
969,201504,208.5,2
970,201501,158.24000000000004,18
971,201501,132.26000000000002,19
971,201503,28.6,2
971,201504,92.32000000000001,20
972,201501,90.02,4
973,201501,28.0,4
973,201503,81.56,10
973,201504,109.0,16
974,201501,33.61,2
975,201501,61.9,4
975,201502,178.6,14
975,201504,43.5,3
976,201501,95.37,14
976,201502,17.85,2
976,201503,187.88,27
